"Year","Month","Ranking","Title","Artist","Spotify Link"
"2009","Dezembro","5","Bad Romance","Lady Gaga","https://open.spotify.com/track/1Y9P"
"2009","Dezembro","6","Tik Tok","Ke$ha","https://open.spotify.com/track/6W9P"
"2009","Dezembro","7","Down","Jay Sean feat. Lil Wayne","https://open.spotify.com/track/4Y9P"
"2009","Dezembro","8","I Gotta Feeling","The Black Eyed Peas","https://open.spotify.com/track/2X9P"
"2009","Dezembro","9","Sexy Chick","David Guetta feat. Akon","https://open.spotify.com/track/9T9P"
"2009","Dezembro","10","3","Britney Spears","https://open.spotify.com/track/1Y9P"
"2010","Janeiro","1","Tik Tok","Ke$ha","https://open.spotify.com/track/6W9P"
"2010","Janeiro","2","Empire State of Mind","Jay-Z feat. Alicia Keys","https://open.spotify.com/track/7X9P"
"2010","Janeiro","3","Bad Romance","Lady Gaga","https://open.spotify.com/track/1Y9P"
"2010","Janeiro","4","Fireflies","Owl City","https://open.spotify.com/track/0W9P"
"2010","Janeiro","5","Replay","Iyaz","https://open.spotify.com/track/8U9P"
"2010","Janeiro","6","Sexy Chick","David Guetta feat. Akon","https://open.spotify.com/track/9T9P"
"2010","Janeiro","7","Whatcha Say","Jason Derulo","https://open.spotify.com/track/2X9P"
"2010","Janeiro","8","Down","Jay Sean feat. Lil Wayne","https://open.spotify.com/track/4Y9P"
"2010","Janeiro","9","I Gotta Feeling","The Black Eyed Peas","https://open.spotify.com/track/2X9P"
"2010","Janeiro","10","3","Britney Spears","https://open.spotify.com/track/1Y9P"
"2010","Fevereiro","1","Tik Tok","Ke$ha","https://open.spotify.com/track/6W9P"
"2010","Fevereiro","2","Imma Be","The Black Eyed Peas","https://open.spotify.com/track/0X9P"
"2010","Fevereiro","3","Bad Romance","Lady Gaga","https://open.spotify.com/track/1Y9P"
"2010","Fevereiro","4","Empire State of Mind","Jay-Z feat. Alicia Keys","https://open.spotify.com/track/7X9P"
"2010","Fevereiro","5","Need You Now","Lady Antebellum","https://open.spotify.com/track/2W9P"
"2010","Fevereiro","6","Replay","Iyaz","https://open.spotify.com/track/8U9P"
"2010","Fevereiro","7","Sexy Chick","David Guetta feat. Akon","https://open.spotify.com/track/9T9P"
"2010","Fevereiro","8","Fireflies","Owl City","https://open.spotify.com/track/0W9P"
"2010","Fevereiro","9","BedRock","Young Money feat. Lloyd","https://open.spotify.com/track/4Y9P"
"2010","Fevereiro","10","In My Head","Jason Derulo","https://open.spotify.com/track/6W9P"
"2010","Março","1","Imma Be","The Black Eyed Peas","https://open.spotify.com/track/0X9P"
"2010","Março","2","Need You Now","Lady Antebellum","https://open.spotify.com/track/2W9P"
"2010","Março","3","Tik Tok","Ke$ha","https://open.spotify.com/track/6W9P"
"2010","Março","4","Bad Romance","Lady Gaga","https://open.spotify.com/track/1Y9P"
"2010","Março","5","Rude Boy","Rihanna","https://open.spotify.com/track/3W9P"
"2010","Março","6","In My Head","Jason Derulo","https://open.spotify.com/track/6W9P"
"2010","Março","7","BedRock","Young Money feat. Lloyd","https://open.spotify.com/track/4Y9P"
"2010","Março","8","Break Your Heart","Taio Cruz feat. Ludacris","https://open.spotify.com/track/8U9P"
"2010","Março","9","Telephone","Lady Gaga feat. Beyoncé","https://open.spotify.com/track/9T9P"
"2010","Março","10","Hey, Soul Sister","Train","https://open.spotify.com/track/2X9P"
"2010","Abril","1","Rude Boy","Rihanna","https://open.spotify.com/track/3W9P"
"2010","Abril","2","Need You Now","Lady Antebellum","https://open.spotify.com/track/2W9P"
"2010","Abril","3","Imma Be","The Black Eyed Peas","https://open.spotify.com/track/0X9P"
"2010","Abril","4","Nothin’ on You","B.o.B feat. Bruno Mars","https://open.spotify.com/track/1Y9P"
"2010","Abril","5","Break Your Heart","Taio Cruz feat. Ludacris","https://open.spotify.com/track/8U9P"
"2010","Abril","6","In My Head","Jason Derulo","https://open.spotify.com/track/6W9P"
"2010","Abril","7","Hey, Soul Sister","Train","https://open.spotify.com/track/2X9P"
"2010","Abril","8","Telephone","Lady Gaga feat. Beyoncé","https://open.spotify.com/track/9T9P"
"2010","Abril","9","Tik Tok","Ke$ha","https://open.spotify.com/track/6W9P"
"2010","Abril","10","BedRock","Young Money feat. Lloyd","https://open.spotify.com/track/4Y9P"
"2010","Maio","1","Nothin’ on You","B.o.B feat. Bruno Mars","https://open.spotify.com/track/1Y9P"
"2010","Maio","2","Rude Boy","Rihanna","https://open.spotify.com/track/3W9P"
"2010","Maio","3","Break Your Heart","Taio Cruz feat. Ludacris","https://open.spotify.com/track/8U9P"
"2010","Maio","4","Need You Now","Lady Antebellum","https://open.spotify.com/track/2W9P"
"2010","Maio","5","OMG","Usher feat. will.i.am","https://open.spotify.com/track/4Y9P"
"2010","Maio","6","Hey, Soul Sister","Train","https://open.spotify.com/track/2X9P"
"2010","Maio","7","Imma Be","The Black Eyed Peas","https://open.spotify.com/track/0X9P"
"2010","Maio","8","Telephone","Lady Gaga feat. Beyoncé","https://open.spotify.com/track/9T9P"
"2010","Maio","9","In My Head","Jason Derulo","https://open.spotify.com/track/6W9P"
"2010","Maio","10","Airplanes","B.o.B feat. Hayley Williams","https://open.spotify.com/track/7X9P"
"2010","Junho","1","OMG","Usher feat. will.i.am","https://open.spotify.com/track/4Y9P"
"2010","Junho","2","California Gurls","Katy Perry feat. Snoop Dogg","https://open.spotify.com/track/1Y9P"
"2010","Junho","3","Nothin’ on You","B.o.B feat. Bruno Mars","https://open.spotify.com/track/1Y9P"
"2010","Junho","4","Airplanes","B.o.B feat. Hayley Williams","https://open.spotify.com/track/7X9P"
"2010","Junho","5","Break Your Heart","Taio Cruz feat. Ludacris","https://open.spotify.com/track/8U9P"
"2010","Junho","6","Rude Boy","Rihanna","https://open.spotify.com/track/3W9P"
"2010","Junho","7","Hey, Soul Sister","Train","https://open.spotify.com/track/2X9P"
"2010","Junho","8","Need You Now","Lady Antebellum","https://open.spotify.com/track/2W9P"
"2010","Junho","9","Your Love Is My Drug","Ke$ha","https://open.spotify.com/track/6W9P"
"2010","Junho","10","Alejandro","Lady Gaga","https://open.spotify.com/track/8U9P"
"2010","Julho","1","California Gurls","Katy Perry feat. Snoop Dogg","https://open.spotify.com/track/1Y9P"
"2010","Julho","2","OMG","Usher feat. will.i.am","https://open.spotify.com/track/4Y9P"
"2010","Julho","3","Airplanes","B.o.B feat. Hayley Williams","https://open.spotify.com/track/7X9P"
"2010","Julho","4","Love the Way You Lie","Eminem feat. Rihanna","https://open.spotify.com/track/2X9P"
"2010","Julho","5","Nothin’ on You","B.o.B feat. Bruno Mars","https://open.spotify.com/track/1Y9P"
"2010","Julho","6","Your Love Is My Drug","Ke$ha","https://open.spotify.com/track/6W9P"
"2010","Julho","7","Break Your Heart","Taio Cruz feat. Ludacris","https://open.spotify.com/track/8U9P"
"2010","Julho","8","I Like It","Enrique Iglesias feat. Pitbull","https://open.spotify.com/track/9T9P"
"2010","Julho","9","Cooler Than Me","Mike Posner","https://open.spotify.com/track/4W9P"
"2010","Julho","10","Hey, Soul Sister","Train","https://open.spotify.com/track/2X9P"
"2010","Agosto","1","Love the Way You Lie","Eminem feat. Rihanna","https://open.spotify.com/track/2X9P"
"2010","Agosto","2","California Gurls","Katy Perry feat. Snoop Dogg","https://open.spotify.com/track/1Y9P"
"2010","Agosto","3","Airplanes","B.o.B feat. Hayley Williams","https://open.spotify.com/track/7X9P"
"2010","Agosto","4","I Like It","Enrique Iglesias feat. Pitbull","https://open.spotify.com/track/9T9P"
"2010","Agosto","5","Dynamite","Taio Cruz","https://open.spotify.com/track/0W9P"
"2010","Agosto","6","Cooler Than Me","Mike Posner","https://open.spotify.com/track/4W9P"
"2010","Agosto","7","OMG","Usher feat. will.i.am","https://open.spotify.com/track/4Y9P"
"2010","Agosto","8","Your Love Is My Drug","Ke$ha","https://open.spotify.com/track/6W9P"
"2010","Agosto","9","Billionaire","Travie McCoy feat. Bruno Mars","https://open.spotify.com/track/1Y9P"
"2010","Agosto","10","Nothin’ on You","B.o.B feat. Bruno Mars","https://open.spotify.com/track/1Y9P"
"2010","Setembro","1","Love the Way You Lie","Eminem feat. Rihanna","https://open.spotify.com/track/2X9P"
"2010","Setembro","2","Teenage Dream","Katy Perry","https://open.spotify.com/track/3W9P"
"2010","Setembro","3","Dynamite","Taio Cruz","https://open.spotify.com/track/0W9P"
"2010","Setembro","4","I Like It","Enrique Iglesias feat. Pitbull","https://open.spotify.com/track/9T9P"
"2010","Setembro","5","California Gurls","Katy Perry feat. Snoop Dogg","https://open.spotify.com/track/1Y9P"
"2010","Setembro","6","Airplanes","B.o.B feat. Hayley Williams","https://open.spotify.com/track/7X9P"
"2010","Setembro","7","Just the Way You Are","Bruno Mars","https://open.spotify.com/track/4Y9P"
"2010","Setembro","8","Cooler Than Me","Mike Posner","https://open.spotify.com/track/4W9P"
"2010","Setembro","9","DJ Got Us Fallin’ in Love","Usher feat. Pitbull","https://open.spotify.com/track/6W9P"
"2010","Setembro","10","Billionaire","Travie McCoy feat. Bruno Mars","https://open.spotify.com/track/1Y9P"
"2010","Outubro","1","Just the Way You Are","Bruno Mars","https://open.spotify.com/track/4Y9P"
"2010","Outubro","2","Love the Way You Lie","Eminem feat. Rihanna","https://open.spotify.com/track/2X9P"
"2010","Outubro","3","Teenage Dream","Katy Perry","https://open.spotify.com/track/3W9P"
"2010","Outubro","4","Like a G6","Far East Movement feat. The Cataracs & Dev","https://open.spotify.com/track/8U9P"
"2010","Outubro","5","Dynamite","Taio Cruz","https://open.spotify.com/track/0W9P"
"2010","Outubro","6","DJ Got Us Fallin’ in Love","Usher feat. Pitbull","https://open.spotify.com/track/6W9P"
"2010","Outubro","7","I Like It","Enrique Iglesias feat. Pitbull","https://open.spotify.com/track/9T9P"
"2010","Outubro","8","Only Girl (In the World)","Rihanna","https://open.spotify.com/track/1Y9P"
"2010","Outubro","9","Airplanes","B.o.B feat. Hayley Williams","https://open.spotify.com/track/7X9P"
"2010","Outubro","10","California Gurls","Katy Perry feat. Snoop Dogg","https://open.spotify.com/track/1Y9P"
"2010","Novembro","1","Like a G6","Far East Movement feat. The Cataracs & Dev","https://open.spotify.com/track/8U9P"
"2010","Novembro","2","Just the Way You Are","Bruno Mars","https://open.spotify.com/track/4Y9P"
"2010","Novembro","3","Only Girl (In the World)","Rihanna","https://open.spotify.com/track/1Y9P"
"2010","Novembro","4","Love the Way You Lie","Eminem feat. Rihanna","https://open.spotify.com/track/2X9P"
"2010","Novembro","5","Teenage Dream","Katy Perry","https://open.spotify.com/track/3W9P"
"2010","Novembro","6","Dynamite","Taio Cruz","https://open.spotify.com/track/0W9P"
"2010","Novembro","7","DJ Got Us Fallin’ in Love","Usher feat. Pitbull","https://open.spotify.com/track/6W9P"
"2010","Novembro","8","Raise Your Glass","P!nk","https://open.spotify.com/track/9T9P"
"2010","Novembro","9","Just a Dream","Nelly","https://open.spotify.com/track/4W9P"
"2010","Novembro","10","Firework","Katy Perry","https://open.spotify.com/track/2X9P"
"2010","Dezembro","1","Firework","Katy Perry","https://open.spotify.com/track/2X9P"
"2010","Dezembro","2","Only Girl (In the World)","Rihanna","https://open.spotify.com/track/1Y9P"
"2010","Dezembro","3","Raise Your Glass","P!nk","https://open.spotify.com/track/9T9P"
"2010","Dezembro","4","Just the Way You Are","Bruno Mars","https://open.spotify.com/track/4Y9P"
"2010","Dezembro","5","Like a G6","Far East Movement feat. The Cataracs & Dev","https://open.spotify.com/track/8U9P"
"2010","Dezembro","6","The Time (Dirty Bit)","The Black Eyed Peas","https://open.spotify.com/track/7X9P"
"2010","Dezembro","7","What’s My Name?","Rihanna feat. Drake","https://open.spotify.com/track/6W9P"
"2010","Dezembro","8","Grenade","Bruno Mars","https://open.spotify.com/track/9T9P"
"2010","Dezembro","9","Dynamite","Taio Cruz","https://open.spotify.com/track/0W9P"
"2010","Dezembro","10","Just a Dream","Nelly","https://open.spotify.com/track/4W9P"
"2011","Janeiro","1","Firework","Katy Perry","https://open.spotify.com/track/2X9P"
"2011","Janeiro","2","Grenade","Bruno Mars","https://open.spotify.com/track/9T9P"
"2011","Janeiro","3","Raise Your Glass","P!nk","https://open.spotify.com/track/9T9P"
"2011","Janeiro","4","Just the Way You Are","Bruno Mars","https://open.spotify.com/track/4Y9P"
"2011","Janeiro","5","The Time (Dirty Bit)","The Black Eyed Peas","https://open.spotify.com/track/7X9P"
"2011","Janeiro","6","What’s My Name?","Rihanna feat. Drake","https://open.spotify.com/track/6W9P"
"2011","Janeiro","7","Only Girl (In the World)","Rihanna","https://open.spotify.com/track/1Y9P"
"2011","Janeiro","8","Black and Yellow","Wiz Khalifa","https://open.spotify.com/track/8U9P"
"2011","Janeiro","9","Like a G6","Far East Movement feat. The Cataracs & Dev","https://open.spotify.com/track/8U9P"
"2011","Janeiro","10","Tonight (I’m Lovin’ You)","Enrique Iglesias feat. Ludacris & DJ Frank E","https://open.spotify.com/track/4W9P"
"2011","Fevereiro","1","Grenade","Bruno Mars","https://open.spotify.com/track/9T9P"
"2011","Fevereiro","2","Firework","Katy Perry","https://open.spotify.com/track/2X9P"
"2011","Fevereiro","3","Black and Yellow","Wiz Khalifa","https://open.spotify.com/track/8U9P"
"2011","Fevereiro","4","The Time (Dirty Bit)","The Black Eyed Peas","https://open.spotify.com/track/7X9P"
"2011","Fevereiro","5","What’s My Name?","Rihanna feat. Drake","https://open.spotify.com/track/6W9P"
"2011","Fevereiro","6","Raise Your Glass","P!nk","https://open.spotify.com/track/9T9P"
"2011","Fevereiro","7","Fuckin’ Perfect","P!nk","https://open.spotify.com/track/0W9P"
"2011","Fevereiro","8","Tonight (I’m Lovin’ You)","Enrique Iglesias feat. Ludacris & DJ Frank E","https://open.spotify.com/track/4W9P"
"2011","Fevereiro","9","Just the Way You Are","Bruno Mars","https://open.spotify.com/track/4Y9P"
"2011","Fevereiro","10","Born This Way","Lady Gaga","https://open.spotify.com/track/1Y9P"
"2011","Março","1","Born This Way","Lady Gaga","https://open.spotify.com/track/1Y9P"
"2011","Março","2","Grenade","Bruno Mars","https://open.spotify.com/track/9T9P"
"2011","Março","3","Fuckin’ Perfect","P!nk","https://open.spotify.com/track/0W9P"
"2011","Março","4","Black and Yellow","Wiz Khalifa","https://open.spotify.com/track/8U9P"
"2011","Março","5","On the Floor","Jennifer Lopez feat. Pitbull","https://open.spotify.com/track/2X9P"
"2011","Março","6","S&M","Rihanna","https://open.spotify.com/track/4Y9P"
"2011","Março","7","Firework","Katy Perry","https://open.spotify.com/track/2X9P"
"2011","Março","8","E.T.","Katy Perry feat. Kanye West","https://open.spotify.com/track/6W9P"
"2011","Março","9","The Time (Dirty Bit)","The Black Eyed Peas","https://open.spotify.com/track/7X9P"
"2011","Março","10","Tonight (I’m Lovin’ You)","Enrique Iglesias feat. Ludacris & DJ Frank E","https://open.spotify.com/track/4W9P"
"2011","Abril","1","E.T.","Katy Perry feat. Kanye West","https://open.spotify.com/track/6W9P"
"2011","Abril","2","Born This Way","Lady Gaga","https://open.spotify.com/track/1Y9P"
"2011","Abril","3","S&M","Rihanna","https://open.spotify.com/track/4Y9P"
"2011","Abril","4","Fuckin’ Perfect","P!nk","https://open.spotify.com/track/0W9P"
"2011","Abril","5","On the Floor","Jennifer Lopez feat. Pitbull","https://open.spotify.com/track/2X9P"
"2011","Abril","6","Grenade","Bruno Mars","https://open.spotify.com/track/9T9P"
"2011","Abril","7","Just Can’t Get Enough","The Black Eyed Peas","https://open.spotify.com/track/8U9P"
"2011","Abril","8","Black and Yellow","Wiz Khalifa","https://open.spotify.com/track/8U9P"
"2011","Abril","9","Rolling in the Deep","Adele","https://open.spotify.com/track/1Y9P"
"2011","Abril","10","Look at Me Now","Chris Brown feat. Lil Wayne & Busta Rhymes","https://open.spotify.com/track/4W9P"
"2011","Maio","1","E.T.","Katy Perry feat. Kanye West","https://open.spotify.com/track/6W9P"
"2011","Maio","2","Rolling in the Deep","Adele","https://open.spotify.com/track/1Y9P"
"2011","Maio","3","On the Floor","Jennifer Lopez feat. Pitbull","https://open.spotify.com/track/2X9P"
"2011","Maio","4","S&M","Rihanna","https://open.spotify.com/track/4Y9P"
"2011","Maio","5","Just Can’t Get Enough","The Black Eyed Peas","https://open.spotify.com/track/8U9P"
"2011","Maio","6","Give Me Everything","Pitbull feat. Ne-Yo, Afrojack & Nayer","https://open.spotify.com/track/9T9P"
"2011","Maio","7","Born This Way","Lady Gaga","https://open.spotify.com/track/1Y9P"
"2011","Maio","8","The Lazy Song","Bruno Mars","https://open.spotify.com/track/4W9P"
"2011","Maio","9","Fuckin’ Perfect","P!nk","https://open.spotify.com/track/0W9P"
"2011","Maio","10","Look at Me Now","Chris Brown feat. Lil Wayne & Busta Rhymes","https://open.spotify.com/track/4W9P"
"2011","Junho","1","Rolling in the Deep","Adele","https://open.spotify.com/track/1Y9P"
"2011","Junho","2","Give Me Everything","Pitbull feat. Ne-Yo, Afrojack & Nayer","https://open.spotify.com/track/9T9P"
"2011","Junho","3","E.T.","Katy Perry feat. Kanye West","https://open.spotify.com/track/6W9P"
"2011","Junho","4","The Edge of Glory","Lady Gaga","https://open.spotify.com/track/2X9P"
"2011","Junho","5","Party Rock Anthem","LMFAO feat. Lauren Bennett & GoonRock","https://open.spotify.com/track/4Y9P"
